Year,Selection,Pos,Player,Age,Tm,Pts_Won,Pts_Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FGPct,3PPct,FTPct,WS,WS/48,DWS,DBPM,DRtg
2011,2nd,F,Andre Iguodala,27,PHI,15,60,0.25,67,36.9,14.1,5.8,6.3,1.5,0.6,0.445,0.337,0.693,6.7,0.13,3.5,1.6,104
2011,2nd,F,Joakim Noah,25,CHI,15,60,0.25,48,32.8,11.7,10.4,2.2,1,1.5,0.525,0,0.739,6.7,0.205,3.6,2.1,97
2011,ORV,G,Derrick Rose,22,CHI,14,60,0.233,81,37.4,25,4.1,7.7,1,0.6,0.445,0.332,0.858,13.1,0.208,4.8,0.5,103
2011,ORV,G,Dwyane Wade,29,MIA,13,60,0.217,76,37.1,25.5,6.4,4.6,1.5,1.1,0.5,0.306,0.758,12.8,0.218,4.7,1.1,102
2011,ORV,G,Russell Westbrook,22,OKC,13,60,0.217,82,34.7,21.9,4.6,8.2,1.9,0.4,0.442,0.33,0.842,9.4,0.159,3.1,-0.1,107
2011,ORV,F,Luol Deng,25,CHI,11,60,0.183,82,39.1,17.4,5.8,2.8,1,0.6,0.46,0.345,0.753,9.9,0.149,5.2,0.6,102
2011,ORV,C,Tim Duncan,34,SAS,11,60,0.183,76,28.4,13.4,8.9,2.7,0.7,1.9,0.5,0,0.716,7.7,0.171,4,2.2,100
2011,ORV,F,Grant Hill,38,PHO,11,60,0.183,80,30.1,13.2,4.2,2.5,0.8,0.4,0.484,0.395,0.829,4.4,0.087,1.3,-0.3,111
2011,ORV,F,Gerald Wallace,28,TOT,11,60,0.183,71,37.9,15.7,8,2.4,1.5,0.9,0.454,0.333,0.746,6.2,0.111,3.6,1.1,105
2011,ORV,F,Chuck Hayes,27,HOU,10,60,0.167,74,28.1,7.9,8.1,2.7,1.1,0.7,0.527,0,0.662,6.3,0.146,2.4,1.3,106
2011,ORV,C,Al Horford,24,ATL,7,60,0.117,77,35.1,15.3,9.3,3.5,0.8,1,0.557,0.5,0.798,10.1,0.179,3.7,1.1,105
2011,ORV,F,Josh Smith,25,ATL,7,60,0.117,77,34.4,16.5,8.5,3.3,1.3,1.6,0.477,0.331,0.725,6.4,0.116,4.5,1.7,102
2011,ORV,F,Metta World Peace,31,LAL,7,60,0.117,82,29.4,8.5,3.3,2.1,1.5,0.4,0.397,0.356,0.676,4.4,0.088,3.2,1.5,105
2011,ORV,F,Serge Ibaka,21,OKC,6,60,0.1,82,27,9.9,7.6,0.3,0.4,2.4,0.543,0,0.75,7.6,0.164,3.2,0.7,104
2011,ORV,F,Shane Battier,32,TOT,5,60,0.083,82,29,7.6,4.5,2.3,0.8,1,0.45,0.382,0.688,5.1,0.103,2.2,0.9,108
2011,ORV,G,Thabo Sefolosha,26,OKC,5,60,0.083,79,25.9,5.1,4.4,1.4,1.2,0.5,0.471,0.275,0.747,4.1,0.097,2.5,1.9,106
2011,ORV,G,Wesley Matthews,24,POR,4,60,0.067,82,33.6,15.9,3.1,2,1.2,0.1,0.449,0.407,0.844,7.2,0.126,2.3,-0.1,109
2011,ORV,F,Nicolas Batum,22,POR,3,60,0.05,80,31.5,12.4,4.5,1.5,0.9,0.6,0.455,0.345,0.841,6.6,0.126,2.3,0,108
2011,ORV,C,Kendrick Perkins,26,TOT,3,60,0.05,29,25.6,6,8,0.9,0.3,0.9,0.515,,0.556,1,0.063,1.2,0.6,103
2011,ORV,G,Keith Bogans,30,CHI,2,60,0.033,82,17.8,4.4,1.8,1.2,0.5,0.1,0.404,0.38,0.656,3.6,0.118,2.2,1.4,103
2011,ORV,G,Manu Ginbili,33,SAS,2,60,0.033,80,30.3,17.4,3.7,4.9,1.5,0.4,0.433,0.349,0.871,9.9,0.195,3.2,1.3,105
2011,ORV,G,Joe Johnson,29,ATL,2,60,0.033,72,35.5,18.2,4,4.7,0.7,0.1,0.443,0.297,0.802,4.2,0.08,1.8,-1.5,110
2011,ORV,G,Kyle Lowry,24,HOU,2,60,0.033,75,34.2,13.5,4.1,6.7,1.4,0.3,0.426,0.376,0.765,7,0.13,1.8,0,110
2011,ORV,F,Luc Mbah a Moute,24,MIL,2,60,0.033,79,26.5,6.7,5.3,0.9,0.9,0.4,0.463,0,0.707,4.8,0.109,3.3,1.1,103
2011,ORV,F,Lamar Odom,31,LAL,2,60,0.033,82,32.2,14.4,8.7,3,0.6,0.7,0.53,0.382,0.675,10.1,0.184,4,0.8,103
2011,ORV,G,Arron Afflalo,25,DEN,1,60,0.017,69,33.7,12.6,3.6,2.4,0.5,0.4,0.498,0.423,0.847,6.2,0.128,1.4,-0.3,111
2011,ORV,C,Andrew Bogut,26,MIL,1,60,0.017,65,35.3,12.8,11.1,2,0.7,2.6,0.495,0,0.442,5.4,0.112,5.1,2.4,97
2011,ORV,G,Ronnie Brewer,25,CHI,1,60,0.017,81,22,6.2,3.2,1.7,1.3,0.3,0.48,0.222,0.654,5.4,0.147,3.8,3.7,98
2011,ORV,C,Andrew Bynum,23,LAL,1,60,0.017,54,27.8,11.3,9.4,1.4,0.4,2,0.574,,0.66,6.6,0.21,2.8,1.4,100
2011,ORV,C,Nen,28,DEN,1,60,0.017,75,30.5,14.5,7.6,2,1.1,1,0.615,0.2,0.711,9.6,0.201,3.1,1.5,104
2011,ORV,G,Kirk Hinrich,30,TOT,1,60,0.017,72,30,10.2,2.5,4,1,0.2,0.446,0.399,0.841,3,0.068,1.2,-0.2,111
2011,ORV,G,Jrue Holiday,20,PHI,1,60,0.017,82,35.4,14,4,6.5,1.5,0.4,0.446,0.365,0.823,5.7,0.094,3.5,0.4,106
2011,ORV,F,Shawn Marion,32,DAL,1,60,0.017,80,28.2,12.5,6.9,1.4,0.9,0.6,0.52,0.152,0.768,5.6,0.12,3.4,0.4,103
2011,ORV,F,Tayshaun Prince,30,DET,1,60,0.017,78,32.8,14.1,4.2,2.8,0.4,0.5,0.473,0.347,0.702,3.3,0.062,0.4,-1.8,115
2012,1st,F,LeBron James,27,MIA,53,60,0.883,62,37.5,27.1,7.9,6.2,1.9,0.8,0.531,0.362,0.771,14.5,0.298,4.5,2.7,97
2012,1st,F,Serge Ibaka,22,OKC,47,60,0.783,66,27.2,9.1,7.5,0.4,0.5,3.7,0.535,0.333,0.661,6.2,0.167,3.2,2.3,98
2012,1st,C,Dwight Howard,26,ORL,41,60,0.683,54,38.3,20.6,14.5,1.9,1.5,2.1,0.573,0,0.491,7.7,0.179,4.4,2,96
2012,1st,G,Chris Paul,26,LAC,35,60,0.583,60,36.4,19.8,3.6,9.1,2.5,0.1,0.478,0.371,0.861,12.7,0.278,2.3,2.4,104
2012,1st,G,Tony Allen,30,MEM,33,60,0.55,58,26.3,9.8,4,1.4,1.8,0.6,0.469,0.308,0.8,4.2,0.131,2.5,2.3,100
2012,2nd,C,Tyson Chandler,29,NYK,36,60,0.6,62,33.2,11.3,9.9,0.9,0.9,1.4,0.679,0,0.689,9.5,0.22,3.6,1.1,99
2012,2nd,G,Rajon Rondo,25,BOS,29,60,0.483,53,36.9,11.9,4.8,11.7,1.8,0.1,0.448,0.238,0.597,4.9,0.121,3.4,0.6,99
2012,2nd,F,Kevin Garnett,35,BOS,26,60,0.433,60,31.1,15.8,8.2,2.9,0.9,1,0.503,0.333,0.857,6.9,0.178,4.3,2.5,94
2012,2nd,F,Luol Deng,26,CHI,20,60,0.333,54,39.4,15.3,6.5,2.9,1,0.7,0.412,0.367,0.77,5.8,0.132,3.6,1.1,100
2012,2nd,G,Kobe Bryant,33,LAL,17,60,0.283,58,38.5,27.9,5.4,4.6,1.2,0.3,0.43,0.303,0.845,6.2,0.132,2,-0.9,106
2012,ORV,F,Andre Iguodala,28,PHI,19,60,0.317,62,35.6,12.4,6.1,5.5,1.7,0.5,0.454,0.394,0.617,7.3,0.158,4.2,2.5,98
2012,ORV,C,Joakim Noah,26,CHI,14,60,0.233,64,30.4,10.2,9.8,2.5,0.6,1.4,0.508,0,0.748,9,0.223,4.2,2.1,96
2012,ORV,G,Iman Shumpert,21,NYK,13,60,0.217,59,28.9,9.5,3.2,2.8,1.7,0.1,0.401,0.306,0.798,2.4,0.068,2.5,1.6,101
2012,ORV,F,Paul George,21,IND,10,60,0.167,66,29.7,12.1,5.6,2.4,1.6,0.6,0.44,0.385,0.802,6,0.148,3.2,2.1,100
2012,ORV,G,Russell Westbrook,23,OKC,9,60,0.15,66,35.3,23.6,4.6,5.5,1.7,0.3,0.457,0.316,0.823,7.9,0.163,2.4,-0.7,105
2012,ORV,F,Josh Smith,26,ATL,8,60,0.133,66,35.3,18.8,9.6,3.9,1.4,1.7,0.458,0.257,0.63,6.8,0.139,4.9,2.1,96
2012,ORV,C,Tim Duncan,35,SAS,5,60,0.083,58,28.2,15.4,9,2.3,0.7,1.5,0.492,0,0.695,5.9,0.174,2.9,1.3,99
2012,ORV,F,Grant Hill,39,PHO,5,60,0.083,49,28.1,10.2,3.5,2.2,0.8,0.6,0.446,0.264,0.761,1.6,0.055,0.9,0.5,107
2012,ORV,G,Thabo Sefolosha,27,OKC,5,60,0.083,42,21.8,4.8,3,1.1,0.9,0.4,0.432,0.437,0.884,1.8,0.095,1,1.7,104
2012,ORV,G,Dwyane Wade,30,MIA,5,60,0.083,49,33.2,22.1,4.8,4.6,1.7,1.3,0.497,0.268,0.791,7.7,0.227,2.9,1.9,99
2012,ORV,G,Avery Bradley,21,BOS,3,60,0.05,64,21.4,7.6,1.8,1.4,0.7,0.2,0.498,0.407,0.795,2.4,0.085,1.9,0.7,102
2012,ORV,C,Marc Gasol,27,MEM,3,60,0.05,65,36.5,14.6,8.9,3.1,1,1.9,0.482,0.083,0.748,8.2,0.166,4,2.1,99
2012,ORV,F,Shawn Marion,33,DAL,3,60,0.05,63,30.5,10.6,7.4,2.1,1.1,0.6,0.446,0.294,0.796,3.7,0.092,2.7,0.6,102
2012,ORV,F,Metta World Peace,32,LAL,3,60,0.05,64,26.9,7.7,3.4,2.2,1.1,0.4,0.394,0.296,0.617,2.6,0.073,1.7,1,105
2012,ORV,G,Mike Conley,24,MEM,2,60,0.033,62,35.1,12.7,2.5,6.5,2.2,0.2,0.433,0.377,0.861,6.4,0.141,2.8,1.4,102
2012,ORV,G,Joe Johnson,30,ATL,2,60,0.033,60,35.5,18.8,3.7,3.9,0.8,0.2,0.454,0.388,0.849,6.4,0.145,2.1,-1,105
2012,ORV,F,Carlos Boozer,30,CHI,1,60,0.017,66,29.5,15,8.5,1.9,1,0.4,0.532,0,0.693,7.6,0.187,4.3,1.6,95
2012,ORV,G,Jrue Holiday,21,PHI,1,60,0.017,65,33.8,13.5,3.3,4.5,1.6,0.3,0.432,0.38,0.783,4.2,0.092,3.3,0.9,101
2012,ORV,F,Luc Mbah a Moute,25,MIL,1,60,0.017,43,23.5,7.7,5.3,0.7,0.9,0.5,0.51,0.25,0.641,2.4,0.112,1.1,0.1,104
2012,ORV,G,Derrick Rose,23,CHI,1,60,0.017,39,35.3,21.8,3.4,7.9,0.9,0.7,0.435,0.312,0.812,6,0.211,2,0.3,101
2013,1st,G,Tony Allen,31,MEM,53,60,0.883,79,26.7,8.9,4.6,1.2,1.5,0.6,0.445,0.125,0.717,5.1,0.115,4.1,2.4,98
2013,1st,F,LeBron James,28,MIA,52,60,0.867,76,37.9,26.8,8,7.3,1.7,0.9,0.565,0.406,0.753,19.3,0.322,4.7,2.4,101
2013,1st,F,Serge Ibaka,23,OKC,46,60,0.767,80,31.1,13.2,7.7,0.5,0.4,3,0.573,0.351,0.749,9.4,0.181,4.1,0.7,101
2013,1st,G,Chris Paul,27,LAC,37,60,0.617,70,33.4,16.9,3.7,9.7,2.4,0.1,0.481,0.328,0.885,13.9,0.287,3.4,2.4,102
2013,1st,C,Tyson Chandler,30,NYK,24,60,0.4,66,32.8,10.4,10.7,0.9,0.6,1.1,0.638,,0.694,9.3,0.207,2.6,-0.3,104
2013,1st,C,Joakim Noah,27,CHI,24,60,0.4,66,36.8,11.9,11.1,4,1.2,2.1,0.481,0,0.751,7.3,0.145,4.7,2.7,99
2013,2nd,F,Paul George,22,IND,27,60,0.45,79,37.6,17.4,7.6,4.1,1.8,0.6,0.419,0.362,0.807,9,0.145,6.3,2.3,97
2013,2nd,G,Avery Bradley,22,BOS,25,60,0.417,50,28.7,9.2,2.2,2.1,1.3,0.4,0.402,0.317,0.755,0.4,0.012,1.6,0.3,105
2013,2nd,F,Tim Duncan,36,SAS,20,60,0.333,69,30.1,17.8,9.9,2.7,0.7,2.7,0.502,0.286,0.817,8.3,0.191,4.9,2.9,95
2013,2nd,G,Mike Conley,25,MEM,19,60,0.317,80,34.5,14.6,2.8,6.1,2.2,0.3,0.44,0.362,0.83,9.9,0.172,4.7,2.3,100
2013,2nd,C,Marc Gasol,28,MEM,12,60,0.2,80,35,14.1,7.8,4,1,1.7,0.494,0.071,0.848,11.5,0.197,5.4,3.1,98
2013,ORV,F,Andre Iguodala,29,DEN,16,60,0.267,80,34.7,13,5.3,5.4,1.7,0.7,0.451,0.317,0.574,5.6,0.097,3.2,1.4,105
2013,ORV,C,Larry Sanders,24,MIL,16,60,0.267,71,27.3,9.8,9.5,1.2,0.7,2.8,0.506,0,0.618,6,0.149,3.7,2,99
2013,ORV,G,Thabo Sefolosha,28,OKC,15,60,0.25,81,27.5,7.6,3.9,1.5,1.3,0.5,0.481,0.419,0.826,6.8,0.146,3.1,1.8,103
2013,ORV,F,Luol Deng,27,CHI,11,60,0.183,75,38.7,16.5,6.3,3,1.1,0.4,0.426,0.322,0.816,6.3,0.105,3.3,-0.3,105
2013,ORV,C,Dwight Howard,27,LAL,9,60,0.15,76,35.8,17.1,12.4,1.4,1.1,2.4,0.578,0.167,0.492,7.6,0.134,4.8,1.1,100
2013,ORV,G,Kobe Bryant,34,LAL,6,60,0.1,78,38.6,27.3,5.6,6,1.4,0.3,0.463,0.324,0.839,10.9,0.174,2.6,-0.1,107
2013,ORV,C,Roy Hibbert,26,IND,6,60,0.1,79,28.7,11.9,8.3,1.4,0.5,2.6,0.448,0.25,0.741,6.1,0.129,4.9,1.4,97
2013,ORV,F,Kenneth Faried,23,DEN,4,60,0.067,80,28.1,11.5,9.2,1,1,1,0.552,,0.613,7.8,0.167,3.4,0.2,102
2013,ORV,G,Russell Westbrook,24,OKC,4,60,0.067,82,34.9,23.2,5.2,7.4,1.8,0.3,0.438,0.323,0.8,11.6,0.195,3.9,-0.2,103
2013,ORV,F,Shane Battier,34,MIA,2,60,0.033,72,24.8,6.6,2.3,1,0.6,0.8,0.42,0.43,0.842,4.4,0.119,1.6,0.1,107
2013,ORV,F,Nicolas Batum,24,POR,2,60,0.033,73,38.5,14.3,5.6,4.9,1.2,1.1,0.423,0.372,0.848,5.8,0.099,1.9,0.5,109
2013,ORV,F,Corey Brewer,26,DEN,2,60,0.033,82,24.4,12.1,2.9,1.5,1.4,0.3,0.425,0.296,0.69,3.9,0.093,2.2,0.6,105
2013,ORV,G,George Hill,26,IND,2,60,0.033,76,34.5,14.2,3.7,4.7,1.1,0.3,0.443,0.368,0.817,9.7,0.177,3.8,1.1,102
2013,ORV,G,Mike James,37,DAL,2,60,0.033,45,19.2,6.1,1.6,3.1,0.6,0.1,0.373,0.384,0.793,0.4,0.024,0.5,-1,110
2013,ORV,F,Kawhi Leonard,21,SAS,2,60,0.033,58,31.2,11.9,6,1.6,1.7,0.6,0.494,0.374,0.825,6.2,0.166,3.3,2,99
2013,ORV,G,Tony Parker,30,SAS,2,60,0.033,66,32.9,20.3,3,7.6,0.8,0.1,0.522,0.353,0.845,9.3,0.206,2.3,-0.5,106
2013,ORV,G,Dwyane Wade,31,MIA,2,60,0.033,69,34.7,21.2,5,5.1,1.9,0.8,0.521,0.258,0.725,9.6,0.192,3.5,0.7,103
2013,ORV,F,Metta World Peace,33,LAL,2,60,0.033,75,33.7,12.4,5,1.5,1.6,0.6,0.403,0.342,0.734,4.6,0.086,2.6,0.9,106
2013,ORV,G,Eric Bledsoe,23,LAC,1,60,0.017,76,20.4,8.5,3,3.1,1.4,0.7,0.445,0.397,0.791,3.7,0.115,2.6,2.2,101
2013,ORV,F,Kevin Durant,24,OKC,1,60,0.017,81,38.5,28.1,7.9,4.6,1.4,1.3,0.51,0.416,0.905,18.9,0.291,5.3,1.7,100
2013,ORV,G,Jrue Holiday,22,PHI,1,60,0.017,78,37.5,17.7,4.2,8,1.6,0.4,0.431,0.368,0.752,3.3,0.055,2.7,-0.7,107
2013,ORV,F,Andrei Kirilenko,31,MIN,1,60,0.017,64,31.8,12.4,5.7,2.8,1.5,1,0.507,0.292,0.752,6,0.142,2.6,1.8,104
2013,ORV,G,Iman Shumpert,22,NYK,1,60,0.017,45,22.1,6.8,3,1.7,1,0.2,0.396,0.402,0.766,1.9,0.094,1,0.7,106
2013,ORV,F,David West,32,IND,1,60,0.017,73,33.4,17.1,7.7,2.9,1,0.9,0.498,0.211,0.768,9.1,0.179,4.7,1.5,99
2014,1st,C,Joakim Noah,28,CHI,223,246,0.907,80,35.3,12.6,11.3,5.4,1.2,1.5,0.475,0,0.737,11.2,0.19,6.6,3.6,96
2014,1st,F,Paul George,23,IND,161,246,0.654,80,36.2,21.7,6.8,3.5,1.9,0.3,0.424,0.364,0.864,10.8,0.178,6.4,2.1,97
2014,1st,G,Chris Paul,28,LAC,156,246,0.634,62,35,19.1,4.3,10.7,2.5,0.1,0.467,0.368,0.855,12.2,0.27,3.2,2.6,103
2014,1st,F,Serge Ibaka,24,OKC,152,246,0.618,81,32.9,15.1,8.8,1,0.5,2.7,0.536,0.383,0.784,9.6,0.173,4.4,0.6,102
2014,1st,G,Andre Iguodala,30,GSW,148,246,0.602,63,32.4,9.3,4.7,4.2,1.5,0.3,0.48,0.354,0.652,5.8,0.135,3.1,2.4,103
2014,2nd,F,LeBron James,29,MIA,134,246,0.545,77,37.7,27.1,6.9,6.3,1.6,0.3,0.567,0.379,0.75,15.9,0.264,3.7,1.1,105
2014,2nd,G,Patrick Beverley,25,HOU,112,246,0.455,56,31.3,10.2,3.5,2.7,1.4,0.4,0.414,0.361,0.814,4.2,0.116,1.6,0.9,108
2014,2nd,G,Jimmy Butler,24,CHI,103,246,0.419,67,38.7,13.1,4.9,2.6,1.9,0.5,0.397,0.283,0.769,7.1,0.131,4.6,2,100
2014,2nd,F,Kawhi Leonard,22,SAS,89,246,0.362,66,29.1,12.8,6.2,2,1.7,0.8,0.522,0.379,0.802,7.7,0.193,3.9,3,98
2014,2nd,C,Roy Hibbert,27,IND,76,246,0.309,81,29.7,10.8,6.6,1.1,0.4,2.2,0.439,0.4,0.77,5.4,0.108,5,1.5,98
2014,ORV,C,DeAndre Jordan,25,LAC,63,246,0.256,82,35,10.4,13.6,0.9,1,2.5,0.676,,0.428,11.1,0.186,5.8,1.6,98
2014,ORV,F,Anthony Davis,20,NOP,62,246,0.252,67,35.2,20.8,10,1.6,1.3,2.8,0.519,0.222,0.791,10.4,0.212,3.2,0.8,104
2014,ORV,G,Tony Allen,32,MEM,60,246,0.244,55,23.2,9,3.8,1.7,1.6,0.3,0.494,0.234,0.628,2.7,0.1,2.1,2.1,101
2014,ORV,C,Tim Duncan,37,SAS,45,246,0.183,74,29.2,15.1,9.7,3,0.6,1.9,0.49,0,0.731,7.4,0.164,4.6,2.1,98
2014,ORV,C,Dwight Howard,28,HOU,26,246,0.106,71,33.7,18.3,12.2,1.8,0.8,1.8,0.591,0.286,0.547,8,0.161,4.1,0.8,101
2014,ORV,G,Mike Conley,26,MEM,21,246,0.085,73,33.5,17.2,2.9,6,1.5,0.2,0.45,0.361,0.815,8.2,0.161,2.7,0.3,106
2014,ORV,F,Taj Gibson,28,CHI,21,246,0.085,82,28.7,13,6.8,1.1,0.5,1.4,0.479,0,0.751,5.7,0.117,4.4,0.4,100
2014,ORV,G,Ricky Rubio,23,MIN,19,246,0.077,82,32.2,9.5,4.2,8.6,2.3,0.1,0.381,0.331,0.802,5.9,0.107,3.6,1.7,104
2014,ORV,G,Lance Stephenson,23,IND,14,246,0.057,78,35.3,13.8,7.2,4.6,0.7,0.1,0.491,0.352,0.711,7.4,0.13,4.8,1,101
2014,ORV,F,P.J. Tucker,28,PHO,13,246,0.053,81,30.7,9.4,6.5,1.7,1.4,0.3,0.431,0.387,0.776,6.1,0.117,2.8,0.9,106
2014,ORV,F,Kevin Durant,25,OKC,10,246,0.041,81,38.5,32,7.4,5.5,1.3,0.7,0.503,0.391,0.873,19.2,0.295,4.4,1.4,104
2014,ORV,G,Kyle Lowry,27,TOR,10,246,0.041,79,36.2,17.9,4.7,7.4,1.5,0.2,0.423,0.38,0.813,11.7,0.197,3.3,0.6,106
2014,ORV,G,Eric Bledsoe,24,PHO,9,246,0.037,43,32.9,17.7,4.7,5.5,1.6,0.3,0.477,0.357,0.772,4.1,0.14,1.6,0.7,106
2014,ORV,C,Marc Gasol,29,MEM,8,246,0.033,59,33.4,14.6,7.2,3.6,1,1.3,0.473,0.182,0.768,5.6,0.137,3.1,2,102
2014,ORV,G,Thabo Sefolosha,29,OKC,8,246,0.033,61,26,6.3,3.6,1.5,1.3,0.3,0.415,0.316,0.768,3,0.092,2.1,1.5,104
2014,ORV,G,John Wall,23,WAS,8,246,0.033,82,36.3,19.3,4.1,8.8,1.8,0.5,0.433,0.351,0.805,7.9,0.128,4,0.4,104
2014,ORV,G,Kirk Hinrich,33,CHI,7,246,0.028,73,29,9.1,2.6,3.9,1.1,0.4,0.393,0.351,0.76,3.8,0.085,3.3,1.4,102
2014,ORV,F,Trevor Ariza,28,WAS,5,246,0.02,77,35.4,14.4,6.2,2.5,1.6,0.3,0.456,0.407,0.772,8,0.141,3.7,1,104
2014,ORV,G,Avery Bradley,23,BOS,5,246,0.02,60,30.9,14.9,3.8,1.4,1.1,0.2,0.438,0.395,0.804,1.8,0.046,1.4,-0.8,109
2014,ORV,G,Klay Thompson,23,GSW,5,246,0.02,81,35.4,18.4,3.1,2.2,0.9,0.5,0.444,0.417,0.795,6.7,0.112,3.2,-0.1,106
2014,ORV,G,Russell Westbrook,25,OKC,5,246,0.02,46,30.7,21.8,5.7,6.9,1.9,0.2,0.437,0.318,0.826,5.2,0.178,2.3,0.7,102
2014,ORV,C,Andrew Bogut,29,GSW,4,246,0.016,67,26.4,7.3,10,1.7,0.7,1.8,0.627,,0.344,6.5,0.176,4,3.2,96
2014,ORV,C,Chris Bosh,29,MIA,4,246,0.016,79,32,16.2,6.6,1.1,1,1,0.516,0.339,0.82,8,0.152,3.4,-0.4,104
2014,ORV,F,Luol Deng,28,TOT,4,246,0.016,63,35.1,16,5.7,2.9,1,0.1,0.431,0.302,0.791,4.5,0.098,2.3,-0.1,107
2014,ORV,G,Wesley Matthews,27,POR,4,246,0.016,82,33.9,16.4,3.5,2.4,0.9,0.2,0.441,0.393,0.837,8.2,0.142,1.9,0.1,110
2014,ORV,G,Tony Parker,31,SAS,4,246,0.016,68,29.4,16.7,2.3,5.7,0.5,0.1,0.499,0.373,0.811,5.9,0.141,1.9,-1.2,107
2014,ORV,F,Nicolas Batum,25,POR,3,246,0.012,82,36,13,7.5,5.1,0.9,0.7,0.465,0.361,0.803,7.9,0.128,3.1,1.2,106
2014,ORV,G,Stephen Curry,25,GSW,3,246,0.012,78,36.5,24,4.3,8.5,1.6,0.2,0.471,0.424,0.885,13.4,0.225,4,1.1,104
2014,ORV,G,Danny Green,26,SAS,3,246,0.012,68,24.3,9.1,3.4,1.5,1,0.9,0.432,0.415,0.794,4.2,0.122,2.8,2,101
2014,ORV,F,Michael Kidd-Gilchrist,20,CHA,3,246,0.012,62,24.2,7.2,5.2,0.8,0.7,0.6,0.473,0.111,0.614,3.1,0.098,2.2,0.8,103
2014,ORV,G,Shaun Livingston,28,BRK,3,246,0.012,76,26,8.3,3.2,3.2,1.2,0.4,0.483,0.167,0.827,4.4,0.108,1.8,1.1,108
2014,ORV,G,Victor Oladipo,21,ORL,3,246,0.012,80,31.1,13.8,4.1,4.1,1.6,0.5,0.419,0.327,0.78,1.3,0.026,2.8,0.4,106
2014,ORV,F,Matt Barnes,33,LAC,2,246,0.008,63,27.5,9.9,4.6,2,0.9,0.4,0.438,0.343,0.733,3.5,0.097,2,0.2,106
2014,ORV,F,DeMarre Carroll,27,ATL,2,246,0.008,73,32.1,11.1,5.5,1.8,1.5,0.3,0.47,0.362,0.773,5.8,0.119,2.6,0.7,106
2014,ORV,G,James Harden,24,HOU,2,246,0.008,73,38,25.4,4.7,6.1,1.6,0.4,0.456,0.366,0.866,12.8,0.221,2.7,0.2,107
2014,ORV,G,George Hill,27,IND,2,246,0.008,76,32,10.3,3.7,3.5,1,0.3,0.442,0.365,0.807,7.8,0.154,4,1.7,102
2014,ORV,G,Jeff Teague,25,ATL,2,246,0.008,79,32.2,16.5,2.6,6.7,1.1,0.2,0.438,0.329,0.846,5.2,0.098,1.9,-1.3,109
2014,ORV,G,Dwyane Wade,32,MIA,2,246,0.008,54,32.9,19,4.5,4.7,1.5,0.5,0.545,0.281,0.733,5.5,0.149,2,0,106
2014,ORV,G,Kemba Walker,23,CHA,2,246,0.008,73,35.8,17.7,4.2,6.1,1.2,0.4,0.393,0.333,0.837,5.1,0.093,3.3,0.3,105
2014,ORV,F,David West,33,IND,2,246,0.008,80,30.9,14,6.8,2.8,0.8,0.9,0.488,0.267,0.789,8.1,0.157,5,1.8,99
2014,ORV,G,Arron Afflalo,28,ORL,1,246,0.004,73,35,18.2,3.6,3.4,0.5,0,0.459,0.427,0.815,5.3,0.099,1,-1.6,112
2014,ORV,F,Corey Brewer,27,MIN,1,246,0.004,81,32.2,12.3,2.6,1.7,1.9,0.4,0.481,0.28,0.718,5.2,0.095,2.7,1.5,107
2014,ORV,G,Michael Carter-Williams,22,PHI,1,246,0.004,70,34.5,16.7,6.2,6.3,1.9,0.6,0.405,0.264,0.703,1.3,0.026,2.1,-0.2,108
2014,ORV,G,Darren Collison,26,LAC,1,246,0.004,80,25.9,11.4,2.4,3.7,1.2,0.2,0.467,0.376,0.857,5.9,0.136,2,0.4,107
2014,ORV,G,DeMar DeRozan,24,TOR,1,246,0.004,79,38.2,22.7,4.3,4,1.1,0.4,0.429,0.305,0.824,8.8,0.141,3,-0.3,107
2014,ORV,C,Andre Drummond,20,DET,1,246,0.004,81,32.3,13.5,13.2,0.4,1.2,1.6,0.623,0,0.418,9.9,0.182,3.5,-0.6,104
2014,ORV,G,Monta Ellis,28,DAL,1,246,0.004,82,36.9,19,3.6,5.7,1.7,0.3,0.451,0.33,0.788,4.9,0.078,2.1,-0.5,109
2014,ORV,F,Danny Granger,30,TOT,1,246,0.004,41,20.7,8.2,3.2,1,0.3,0.4,0.378,0.336,0.94,1.3,0.073,1.2,-0.1,103
2014,ORV,F,Draymond Green,23,GSW,1,246,0.004,82,21.9,6.2,5,1.9,1.2,0.9,0.407,0.333,0.667,4.5,0.119,3.8,3.6,98
2014,ORV,G,Reggie Jackson,23,OKC,1,246,0.004,80,28.5,13.1,3.9,4.1,1.1,0.1,0.44,0.339,0.893,4.9,0.104,2.6,-0.3,106
2014,ORV,F,David Lee,30,GSW,1,246,0.004,69,33.2,18.2,9.3,2.1,0.7,0.4,0.523,0,0.78,7.6,0.16,3.5,0.3,103
2014,ORV,F,Paul Millsap,28,ATL,1,246,0.004,74,33.5,17.9,8.5,3.1,1.7,1.1,0.461,0.358,0.731,6.7,0.129,4,1.3,102
2014,ORV,G,Rajon Rondo,27,BOS,1,246,0.004,30,33.3,11.7,5.5,9.8,1.3,0.1,0.403,0.289,0.627,1.1,0.054,1,-0.6,107
2015,1st,F,Kawhi Leonard,23,SAS,242,258,0.938,64,31.8,16.5,7.2,2.5,2.3,0.8,0.479,0.349,0.802,8.6,0.204,4.4,3.1,96
